ts,Dtree,nDtree,HK,HDT
1266238080,2.470047911060147,9.058622478285617,22.160883761415946,20.963227439929103
1266284160,2.4174313288072034,9.099599108861185,18.891640682438258,20.11414996228317
1266330240,2.396084513566777,9.12413671985473,20.789388972820163,21.305103592961924
1266376320,2.3957413202376276,9.123197519403224,18.791453390892055,20.485302289611123
1266422400,2.3945514599867135,9.12343982902799,19.298325099549903,21.423489520288108
1266468480,2.393695956929373,9.122867492138266,19.755871698417977,19.95653189939365
1266514560,2.3932981113753087,9.123266878510076,18.884526693164293,19.745964563479788
1266560640,2.3928290106370795,9.123756454499409,20.490037050486038,19.999679084517325
1266606720,2.3915325401681966,9.125758105635475,20.65660718390901,20.734138091301197
1266652800,2.39112691650466,9.125371654838064,19.284556636760783,20.390077536862645
1266698880,2.3906213568899912,9.12604919535072,20.103345767658446,21.047184657815134
1266744960,2.3903021825220647,9.126438791003688,20.26572835561775,21.27843342887553
1266791040,2.39028583076279,9.126307508256568,18.986276623088305,20.355933684322835
1266837120,2.390288660324771,9.126299845354744,18.88229297081698,20.37088928314436
1266883200,2.39012460689443,9.128217072052864,20.581955280639864,20.333032490382756
1266929280,2.3899188032248793,9.127964843598033,18.88577165918088,19.75437268939337
1266975360,2.3893349624021254,9.128498283320868,19.802699714324703,19.969075463432564
1267021440,2.3889696475639908,9.129055703886236,19.23869054485293,21.47270031336572
1267067520,2.388706443012331,9.129036007755847,20.1569647470093,21.05858932194895
1267113600,2.3881273233507168,9.129908224641905,20.421090845131822,20.02407643993889
1267159680,2.387605224894409,9.130682147775596,20.44641509374611,20.015500725108403
1267205760,2.3870453094393733,9.13076521409959,18.951876776151536,20.205981318668968
1267251840,2.3865382941627313,9.130267087865606,19.110953222773222,20.68074123421162
