1,5
2,6
3,11
4,11
5,14
6,18
7,13
8,17
9,18
10,20
11,12
12,12
13,8
14,17
15,7
16,8
17,8
18,9
19,3
20,6
21,2
22,6
23,8
24,10
25,2
26,3
27,2
28,2
29,2
30,1
31,4
32,3
34,4
36,1
38,3
41,1
43,1
45,1
46,2
47,1
48,1
50,1
60,1
62,1
63,1
67,1
106,1
108,1
112,2
164,1
208,1
720,1
794,1
837,1
865,1
1064,1
1255,1
1994,1
2058,1
2098,1
2315,1
4127,1
4420,1
4461,1
5533,1
8440,1
