d freq
0 13
1 18
2 10
3 13
4 15
5 17
6 22
7 21
8 20
9 22
10 18
11 19
12 16
13 13
14 14
15 14
16 12
17 13
18 11
19 11
20 9
21 8
22 8
23 8
24 8
25 7
26 6
27 6
28 6
29 5
30 4
31 3
32 1
33 2
34 2
35 1
36 1
